info,frequency
Street,0.148123402687717
City,.865748378009368
State,.441529637726979
Country,.866091045829857
Zipcode,.441529637726979
Firstname,.9998772044628
Lastname,.999999906477123
Longitude,.8661
Latitude,.8661
