patent,firstname,lastname,lawcountry,orgname,lawseq
05704820,BOOKS;,E.,unknown,"",0
05704423,"","",unknown,"MORGAN & FINNEGAN L.L.P.",0
05705724,KEEN;,D.,unknown,"",0
05705443,ELLIOTT;,R.,unknown,"",1
05704665,JENSEN;,W.,unknown,"",0
05704497,"","",unknown,"WOOD, HERRON & EVANS L.L.P.",0
05704930,MILLER;,W.,unknown,"",1
05704425,"","",unknown,"CHRISTENSEN, O'CONNOR, JOHNSON AND KINDNESS PLLC",0
05706343,CARLSON;,V.,unknown,"",1
05704877,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS PLLC",0
05705214,"","",unknown,"LARSON & TAYLOR",0
05706005,"","",unknown,"PARMELEE & BOLLINGER, LLP",0
05704670,LO;,JACK,unknown,"",0
05706330,"","",unknown,"LONGACRE & WHITE",0
05704863,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705352,WEBSTER;,D.,unknown,"",0
05706061,DONALDSON;,L.,unknown,"",2
05704625,"O'PLANICK;",B.,unknown,"",0
05705465,HUFFMAN;,KATE,unknown,"",0
05704273,"","",unknown,"ST. ONGE STEWARD JOHNSTON & REENS",0
05704810,"","",unknown,"YOUNG & THOMPSON",0
05705634,BLACKSTONE;,M.,unknown,"",1
05706419,"","",unknown,"MORGAN & FINNEGAN, L.L.P.",0
05705532,"","",unknown,"BRUMBAUGH, GRAVES, DONOHUE & RAYMOND",0
05706014,STEINMETZ;,ALFRED,unknown,"",0
05705950,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705404,DONALDSON;,L.,unknown,"",2
05704246,"","",unknown,"MILLEN, WHITE, ZELANO, & BRANIGAN, P.C.",0
05705306,BIERMAN;,B.,unknown,"",1
05706331,MELES;,PABLO,unknown,"",0
05704607,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05704608,BECK;,E.,unknown,"",1
05704294,"","",unknown,"LYON & LYON LLP",0
05706026,"","",unknown,"ECKERT SEAMANS CHERIN & MELLOTT",0
05705614,BLACKBURN;,P.,unknown,"",1
05705161,"","",unknown,"YOUNG & THOMPSON",0
05706439,DILLON;,J.,unknown,"",0
05706425,"","",unknown,"FOLEY & LARDNER",0
05705902,SARTORIO;,P.,unknown,"",0
05705579,BOWMAN;,L.,unknown,"",0
05705651,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704580,"","",unknown,"BROOKS & KUSHMAN",0
05705325,BIERMAN;,B.,unknown,"",1
05704410,KLEIN;,I.,unknown,"",1
05706454,HENKLER;,A.,unknown,"",1
05705910,"","",unknown,"NIKAIDO, MARMELSTEIN, MURRAY & ORAM LLP",0
05704299,"","",unknown,"FLYNN, THIEL, BOUTELL & TANIS, P.C.",0
05705144,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05704941,JACOB;,ARTHUR,unknown,"",0
05704116,MACINTYRE;,B.,unknown,"",1
05706269,MAIOLI;,H.,unknown,"",0
05706445,DONALDSON;,L.,unknown,"",2
05705617,KEMPLER;,M.,unknown,"",0
05705142,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705138,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05705154,FOULKE;,L.,unknown,"",1
05705148,"","",unknown,"JACOBSON, PRICE, HOLMAN & STERN, PLLC",0
05705906,"","",unknown,"STAAS & HALSEY",0
05705469,ZERBY;,W.,unknown,"",0
05705168,SIMON;,S.,unknown,"",0
05705166,PARSONS;,A.,unknown,"",0
05704265,"","",unknown,"DORN, MCEACHRAN, JAMBOR & KEATING",0
05705176,"","",unknown,"LUEDEKA, NEELY & GRAHAM",0
05705177,"","",unknown,"PENNIE & EDMONDS",0
05706250,"","",unknown,"ANTONELLI, TERRY, STOUT & KRAUS, LLP",0
05706369,YU;,K.,unknown,"",1
05704914,"MILLER,",L.,unknown,"",0
05705187,"","",unknown,"WOODCOCK WASHBURN KURTZ MACKIEWICZ & NORRIS LLP",0
05704902,DURIGON;,PETER,unknown,"",0
05706349,LABAW;,S.,unknown,"",0
05706239,"","",unknown,"WEINGARTEN, SCHURGIN, GAGNEBIN & HAYES LLP",0
05706237,DILLON;,J.,unknown,"",2
05705485,"WALLEN,",W.,unknown,"",0
05705752,REID;,MICHAEL,unknown,"",0
05706232,GALANTHAY;,E.,unknown,"",0
05705797,WHITE;,P.,unknown,"",0
05704887,SEREWICZ;,M.,unknown,"",1
05706217,SALES;,W.,unknown,"",1
05704330,"","",unknown,"KNOBBE, MARTENS, OLSON & BEAR LLP",0
05704116,FEKETE;,D.,unknown,"",0
05706383,COHEN;,JERRY,unknown,"",1
05706265,"BUSHNELL,",E.,unknown,"",0
05704864,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704856,DUNCAN;,R.,unknown,"",0
05704847,"","",unknown,"SAND & SEBOLT",0
05706434,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT, P.A.",0
05705716,GIANNESCHI;,A.,unknown,"",0
05704851,CHARMASSON;,J.A.,unknown,"",0
05706208,KIRN;,N.,unknown,"",1
05704844,"","",unknown,"ZARLEY, MCKEE, THOMTE, VOORHEES & SEASE",0
05705581,"","",unknown,"WOODARD, EMHARDT, NAUGHTON MORIARTY & MCNETT",0
05705044,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05705369,"O'CONNOR;",M.,unknown,"",0
05705416,"","",unknown,"FISH & RICHARDSON P.C.",0
05704251,"","",unknown,"EVENSON, MCKEOWN, EDWARDS & LENAHAN, P.L.L.C.",0
05704923,CASEY;,C.,unknown,"",0
05705792,"","",unknown,"FULBRIGHT & JAWORSKI LLP",0
05705748,"","",unknown,"CUSHMAN DARBY & CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON &",1
05706505,"","",unknown,"SEED AND BERRY LLP",0
05705174,"HOGAN,",W.,unknown,"",0
05706031,MALVONE;,N.,unknown,"",0
05705084,"WOBENSMITH,",T.,unknown,"",0
05706322,MEIER;,E.,unknown,"",0
05704668,"","",unknown,"DVORAK & ORUM",0
05705361,"","",unknown,"KANE, DALSIMER, SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD",0
05704130,"","",unknown,"JONES, TULLAR & COOPER, P.C.",0
05705791,RICE;,O.,unknown,"",0
05704893,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT, P.A.",0
05705326,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS",0
05705489,GORMLEY;,E.,unknown,"",0
05704430,"","",unknown,"HENDERSON & STURM",0
05704144,BLACKMAN;,D.,unknown,"",1
05705333,"","",unknown,"MORRISON & FOERSTER",0
05705493,"","",unknown,"ABELMAN, FRAYNE & SCHWAB",0
05705839,SAILE;,O.,unknown,"",0
05705114,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05705321,"","",unknown,"SNELL & WILMER LLP",0
05704333,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05706193,"","",unknown,"KENYON & KENYON",0
05705351,"","",unknown,"MORRISON & FOERSTER LLP",0
05704832,"","",unknown,"MALLOY & MALLOY, P.A.",0
05705309,TUCKER;,LANNY,unknown,"",0
05704936,"","",unknown,"YOUNG & THOMPSON",0
05705625,"","",unknown,"FISH & RICHARDSON, P.C.",0
05704389,"","",unknown,"LYON & LYON LLP",0
05706196,"","",unknown,"HARNESS, DICKEY & PIERCE",0
05705023,"","",unknown,"WELLS, ST. JOHN, ROBERTS, GREGORY & MATKIN, P.S.",0
05706011,DENSON-LOW;,K.,unknown,"",1
05705583,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705759,"","",unknown,"COLLIER, SHANNON, RILL & SCOTT, PLLC",0
05706108,"","",unknown,"CUSHMAN, DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705353,"","",unknown,"CUSHMAN, DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05704109,"","",unknown,"DUNLAP & CODDING, P.C.",0
05705467,MAZZA;,J.,unknown,"",1
05704431,"","",unknown,"JONES, TULAR & COOPER, P.C.",0
05705653,ROSE;,L.,unknown,"",1
05706506,ALLEN;,R.,unknown,"",1
05706272,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK",0
05705507,BOONE;,E.,unknown,"",2
05706369,CRAY;,C.,unknown,"",0
05705599,"","",unknown,"FELFE & LYNCH",0
05706000,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704948,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER",0
05706412,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05705603,"","",unknown,"CONNOLLY & HUTZ",0
05705348,TRECARTIN;,F.,unknown,"",0
05705608,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704070,LAMB;,G.,unknown,"",1
05706270,"","",unknown,"LIMBACH & LIMBACH L.L.P.",1
05704710,"","",unknown,"KANE,DALSIMER,SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD, LLP",0
05705610,BLACKBURN;,P.,unknown,"",1
05705137,"","",unknown,"BEVERIDGE, DEGRANDI, WEILACHER & YOUNG, L.L.P.",0
05704199,SEEMAR;,A.,unknown,"",2
05705627,JOHNSTON;,W.,unknown,"",0
05705283,BROWN;,D.,unknown,"",0
05704596,BROWN;,D.,unknown,"",0
05705154,DULAK;,C.,unknown,"",0
05706256,"","",unknown,"WOODCOCK WASHBURN KURTZ MACKIEWICZ & NORRIS LLP",0
05705165,"","",unknown,"JACOBSON, PRICE, HOLMAN & STERN, PLLC",0
05704721,"","",unknown,"DICKSTEIN SHAPIRO MORIN & OSHINSKY LLP",0
05705169,"","",unknown,"MILLEN, WHITE, ZELANE & BRANIGAN, P.C.",0
05705468,CENTANNI;,A.,unknown,"",0
05705106,"","",unknown,"HAYES, SOLOWAY, HENNESSEY, GROSSMAN & HAGE, P.C.",0
05704433,DEL,D.,unknown,"",1
05705180,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05704715,KALLMAN;,N.,unknown,"",0
05704736,BUSH;,L.,unknown,"",1
05704085,"","",unknown,"GARDNER, CARTON & DOUGLAS",0
05705614,SAVEREIDE;,B.,unknown,"",0
05704889,ROHRER;,E.,unknown,"",0
05705205,"","",unknown,"FOLEY & LARDNER",0
05704107,DAVIS;,A.,unknown,"",1
05704353,LERNER;,A.,unknown,"",2
05706231,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704480,BAUER;,W.,unknown,"",2
05704081,"","",unknown,"FISH & RICHARDSON P.C.",0
05705960,SHOUP;,W.,unknown,"",0
05706222,SHKURKO;,I.,unknown,"",0
05705204,"","",unknown,"EVENSON, MCKEOWN, EDWARDS & LENAHAN, P.L.L.C.",0
05704101,ROBINSON;,B.,unknown,"",2
05704924,"","",unknown,"GERSTMAN, ELLIS & MCMILLIN, LTD.",0
05706219,"","",unknown,"FOLEY & LARDNER",0
05704549,"O'PLANICK;",B.,unknown,"",0
05704867,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05704554,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05706221,ALLEN;,R.,unknown,"",0
05705212,HARMON;,V.,unknown,"",0
05704852,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704897,"","",unknown,"BROADBENT, HULSE PIERCE & PATE",0
05704825,DUKE;,LEE,unknown,"",0
05705453,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705546,GIL;,C.,unknown,"",0
PP101834,"","",unknown,"ARNOLD, WHITE & DURKEE",0
05705344,OSMAN;,ARON,unknown,"",0
05705805,"","",unknown,"SMALL, LARKIN & KIDDE",0
05705917,PHILLIPS;,H.,unknown,"",0
05705640,"","",unknown,"ABELMAN, FRAYNE & SCHWAB",0
05704185,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704842,PARSONS;,A.,unknown,"",0
05704771,"","",unknown,"MCGLEW & TUTTLE",0
05705616,"","",unknown,"FELFE & LYNCH",0
05704922,"","",unknown,"LUMEN INTELLECTUAL PROPERTY SERVICES",0
05704708,"","",unknown,"KANE, DALSIMER, SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD, LLP",0
05704460,"","",unknown,"NILS H. LJUNGMAN AND ASSOCIATES",0
05705511,"","",unknown,"FISH & RICHARDSON P.C.",0
05704860,"","",unknown,"BIERMAN, MUSERLIAN AND LICAS LLP",0
05704578,MCTAGGART;,E.,unknown,"",0
05705969,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05704662,ROBERTS;,E.,unknown,"",0
05706197,GORDON;,D.,unknown,"",0
05704688,WILFORD;,ANDREW,unknown,"",1
05705376,"ZELSON,",T.,unknown,"",0
05704834,"","",unknown,"BAKER & DANIELS",0
05706423,"","",unknown,"YOUNG & THOMPSON",0
05705105,"","",unknown,"MORRISON & FOERSTER LLP",0
05705572,SHUST;,W.,unknown,"",0
05704349,"","",unknown,"BAKER & BOTTS, L.L.P.",0
05704745,"","",unknown,"MIDDLETON & REUTLINGER",1
05705402,"RUBIN,",DAVID,unknown,"",1
05705379,"","",unknown,"HODGSON, RUSS, ANDREWS, WOODS & GOODYEAR",0
05705712,MCBRIDE;,K.,unknown,"",0
05704162,"","",unknown,"FOLEY & LARDNER",0
05705769,KASISCHKE;,M.,unknown,"",1
05704462,"","",unknown,"NILS H. LJUNGMAN AND ASSOCIATES",0
05705515,ROSE;,L.,unknown,"",1
05705014,SNYDER;,MARVIN,unknown,"",1
05704592,"","",unknown,"POLSTER, LIEDER, WOODRUFF & LUCCHESI",0
05706458,"","",unknown,"JONES & ASKEW, LLP",0
05705546,PREIS;,ARON,unknown,"",1
05706116,"","",unknown,"STAAS & HALSEY",0
05704606,"","",unknown,"BANNER & WITCOFF, LTD.",0
05706466,ANDERSON;,L.,unknown,"",0
05705903,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS PLLC",0
05706103,"","",unknown,"WOLF, GREENFIELD & SACKS, P.C.",0
05705445,"","",unknown,"MILLEN, WHITE, ZELANO & BRANIGAN, P.C.",0
05705764,LEE;,K.,unknown,"",0
05705220,FOX;,C.,unknown,"",0
05705373,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705911,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704815,"","",unknown,"PEARNE, GORDON, MCCOY & GRANGER LLP",0
05705964,"","",unknown,"ROTHWELL, FIGG, ERNST & KURZ",0
05705595,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05706006,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704327,"","",unknown,"KENYON & KENYON",0
05705497,"","",unknown,"MILLEN, WHITE, ZELANO, & BRANIGAN, P.C.",0
05706356,COTA;,O.,unknown,"",0
05705593,ROY;,W.,unknown,"",1
05705529,MELLER;,N.,unknown,"",0
05705953,"","",unknown,"KINNEY & LANGE, P.A.",0
05705421,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05706182,GROOVER;,ROBERT,unknown,"",0
05706189,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
PP101842,WHEALY;,A.,unknown,"",0
05706097,CLOSE;,H.,unknown,"",0
05705770,"","",unknown,"ADAMS & WILKS",0
05705512,"","",unknown,"GRAY CARY WARE & FREIDENRICH",1
05705441,SAILE;,O.,unknown,"",0
05704827,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705851,"","",unknown,"HICKMAN BEYER & WEAVER, LLP",0
05705877,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705631,MARTIN;,R.,unknown,"",0
05705343,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05704649,"","",unknown,"NIXON & VANDERHYE P.C.",0
05704801,NESS;,P.,unknown,"",0
05704233,DOMINGUE;,DEAN,unknown,"",0
05704638,SEITZMAN;,MARKELL,unknown,"",0
05705961,CHAN;,C.,unknown,"",0
05705099,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05704646,"","",unknown,"BACON & THOMAS",0
05704471,"","",unknown,"KANESAKA & TAKEUCHI",0
05705241,"","",unknown,"SALTER & MICHAELSON",0
05704321,"","",unknown,"WATOV & KIPNES, P.C.",0
05705630,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705940,MOFFORD;,F.,unknown,"",0
05704650,"","",unknown,"KILLWORTH, GOTTMAN, HAGAN & SCHAEFF, L.L.P.",0
05706078,"","",unknown,"ADAMS & WILKS",0
05704355,"","",unknown,"DORN, MCEACHRAN, JAMBOR & KEATING",0
05704718,"","",unknown,"NIKAIDO, MARMELSTEIN, MURRAY & ORAM LLP",0
05704676,"","",unknown,"DORITY & MANNING, P.A.",0
05705456,SNYDER;,R.,unknown,"",0
05706183,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704098,"","",unknown,"YOUNG & THOMPSON",0
05705507,PAGE;,S.,unknown,"",1
05704283,"","",unknown,"WOOD, HERRON & EVANS LLP",0
05705919,CARDWELL;,A.,unknown,"",0
05705388,"","",unknown,"LYON & LYON LLP",0
05704358,WHITE;,P.,unknown,"",0
05704157,"","",unknown,"JEFFER, MANGELS, BUTLER & MARMARO LLP",0
05705948,NAVARRE;,A.,unknown,"",0
05705780,RICHARDSON;,C.,unknown,"",0
05705817,MORRIS;,A.,unknown,"",1
05705724,HARRIS;,L.,unknown,"",1
05704369,HARRIS;,L.,unknown,"",0
05705822,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS PLLC",0
05704621,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705998,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05704381,ANDERSON;,J.,unknown,"",0
05705932,YOUNG;,M.,unknown,"",0
05704802,MCHUGH;,TERRY,unknown,"",0
05705861,LERNER;,L.,unknown,"",0
05704206,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705997,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704463,"","",unknown,"REID & PRIEST L.L.P.",0
05705356,"","",unknown,"GREENLEE, WINNER AND SULLIVAN PC",0
05705232,DONALDSON;,L.,unknown,"",2
05704121,"","",unknown,"MICHAEL BEST & FRIEDRICH LLP",0
05705723,SHAY;,K.,unknown,"",0
05705457,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05705313,"","",unknown,"FOLEY & LARDNER",0
05706042,"","",unknown,"FOLEY & LARDNER",0
05704391,"","",unknown,"BROWDY AND NEIMARK",0
05705307,RUSHEFSKY;,NORMAN,unknown,"",0
05705100,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05704985,"","",unknown,"POLLOCK, VANDE SANDE & PRIDDY",0
05705664,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704292,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05705811,"","",unknown,"BAKER & BOTTS, L.L.P.",0
05705850,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05704342,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05704688,DUBNO;,HERBERT,unknown,"",0
05704722,FATTIBENE;,A.,unknown,"",0
05705958,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704465,"","",unknown,"LALOS & KEEGAN",0
05705783,MAY;,L.,unknown,"",1
05705269,PEARLMAN;,I.,unknown,"",0
05705760,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05705941,DOVER;,WILLIAM,unknown,"",1
05705215,LOJACONO;,X.,unknown,"",0
05704674,NELSON;,J.,unknown,"",0
05705053,"FURR,",B.,unknown,"",0
05705819,"","",unknown,"NIKAIDO, MARMELSTEIN, MURRAY & ORAM LLP",0
05705098,"","",unknown,"CUSHMAN, DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705526,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05705945,SAILE;,O.,unknown,"",0
05705601,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS",0
05704230,"","",unknown,"BACON & THOMAS",0
05706073,"","",unknown,"OLDHAM & OLDHAM CO., LPA",0
05704200,"","",unknown,"RATNER & PRESTIA",0
05704396,"","",unknown,"JAMES RAY & ASSOCIATES",0
05705754,"","",unknown,"BOSE MCKINNEY & EVANS",0
05704816,LEHRER;,E.,unknown,"",0
05704640,WHITE;,K.,unknown,"",1
05704293,"","",unknown,"POLLOCK, VANDE SANDE & PRIDDY",0
05705946,GALANTHAY;,E.,unknown,"",1
05705080,KWONG;,KAM-ON,unknown,"",0
05706448,"","",unknown,"FELSMAN, BRADLEY, GUNTER & DILLON",0
05705725,CORVIN;,D.,unknown,"",0
05704754,"","",unknown,"FOLEY & LARDNER",0
05704477,WILFORD;,ANDREW,unknown,"",1
05706013,BURSTYN;,L.,unknown,"",0
05705117,FUNKE;,L.,unknown,"",0
05706083,"","",unknown,"OLIFF & BERRIDGE",0
05705939,JACKSON;,R.,unknown,"",0
05704610,"","",unknown,"ASHEN & LIPPMAN",0
05706502,"","",unknown,"ASHEN & LIPPMAN",0
05704540,BOSHINSKI;,A.,unknown,"",0
05704686,"","",unknown,"CUSHMAN DARBY & CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON &",1
05705089,"","",unknown,"SHERMAN AND SHALLOWAY",0
05706476,"","",unknown,"KOLISCH, HARTWELL, DICKINSON, MCCORMACK & HEUSER",0
05704168,"","",unknown,"CHOATE, HALL & STEWART",0
05706186,HORN;,J.,unknown,"",2
05705358,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP PILLSBURY MADISON & SUTRO LLP",0
05705515,YANG;,M.,unknown,"",0
05704509,"","",unknown,"FOLEY & LARDNER",0
05704300,"","",unknown,"MADSON & METCALF",0
05706117,"","",unknown,"HELFGOTT & KARAS, P C.",0
05704748,"DICKE,",A.,unknown,"",0
05705955,BUFORD;,A.,unknown,"",0
05705712,MAAS;,MARYANN,unknown,"",2
05706325,HERKAMP;,D.,unknown,"",1
05705446,"","",unknown,"WOOD, PHILLIPS, VANSANTEN, CLARK & MORTIMER",0
05704716,"","",unknown,"NIXON & VANDERHYE P.C.",0
05706289,GOLDEN;,I.,unknown,"",2
05704203,"","",unknown,"KENNEDY COVINGTON LOBDELL & HICKMAN LLP",0
05704334,"","",unknown,"KNOBBE, MARTENS, OLSON & BEAR, LLP",0
05704254,SHURUPOFF;,J.,unknown,"",0
05705885,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705330,BECKER;,L.,unknown,"",0
05706430,"","",unknown,"FAY, SHARPE, BEALL, FAGAN, MINNICH & MCKEE",0
05704443,"","",unknown,"YOUNG & THOMPSON",0
05706027,"","",unknown,"WOLF, GREENFIELD & SACKS, P.C.",0
05705763,"","",unknown,"HESLIN & ROTHENBERG, P.C.",0
05706380,"","",unknown,"BLAKELY SOKOLOFF TAYLOR & ZAFMAN",0
05705284,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05705961,"","",unknown,"DAVID & RAYMOND",1
05704790,"","",unknown,"MILLEN, WHITE ZELANO, & BRANIGAN, P.C.",0
05706156,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",0
05706290,FRAYNE;,G.,unknown,"",0
05705338,MORGENSTERN;,S.,unknown,"",0
05705452,"","",unknown,"KANE, DALSIMER, SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD, LLP",0
05705596,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO, LLP",0
05705895,CARLSON;,V.,unknown,"",1
05706394,LEVY;,B.,unknown,"",0
05705894,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05705462,"MILLSON,",E.,unknown,"",2
05706393,"","",unknown,"WATSON COLE STEVENS DAVIS, P.L.L.C.",0
05704100,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT",0
05705585,"","",unknown,"PENNIE & EDMONDS",0
05705570,"","",unknown,"CALFEE HALTER & GRISWOLD LLP",0
05706454,DILLON;,J.,unknown,"",2
05705580,"","",unknown,"WATSON COLE STEVENS DAVIS, P.L.L.C.",0
05704500,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT, P.A.",0
05704677,"","",unknown,"TREXLER, BUSHNELL, GIANGIORGI & BLACKSTONE, LTD.",0
05705357,MORRISON;,J.,unknown,"",0
05705907,BEVER;,T.,unknown,"",1
05706154,HORTON;,B.,unknown,"",1
05706184,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705530,LAMBERT;,R.,unknown,"",2
05706315,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",0
05704434,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK",0
05704756,"","",unknown,"WATSON COLE STEVENS DAVIS, P.L.L.C.",0
05705824,ANDERSON;,H.,unknown,"",1
05706378,"","",unknown,"NIKAIDO, MARMELSTEIN, MURRAY & ORAM LLP",0
05705572,DUNLAP;,T.,unknown,"",1
05704348,"","",unknown,"MCGLEW AND TUTTLE",0
05704420,"","",unknown,"BEVERIDGE DEGRANDI WEILACHER & YOUNG LLP",0
05705971,HORN;,J.,unknown,"",1
05705946,CARLSON;,V.,unknown,"",0
05705968,MORAN;,J.,unknown,"",0
05705837,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705352,PLANT;,G.,unknown,"",1
05704835,CHAMBERS;,W.,unknown,"",0
05706225,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05704178,"","",unknown,"GIFFORD, KRASS, GROH, SPRINKLE, PATMORE, ANDERSON & CITKOWSKI, P.C.",0
05704839,WRIGHT;,W.,unknown,"",2
05704839,THOMSON;,K.,unknown,"",0
05704364,"","",unknown,"KOLISCH, HARTWELL, DICKINSON, MCCORMACK & HEUSER",0
05706202,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05706236,"","",unknown,"STAAS & HALSEY",0
05705560,BAKULE;,D.,unknown,"",0
05704759,MCFARLAND;,W.,unknown,"",0
05706207,LERNER;,L.,unknown,"",0
05704427,"","",unknown,"ROY, KIESEL & TUCKER",0
05704784,CHEN;,D.,unknown,"",1
05704311,ALBRIGHT;,LUCAS,unknown,"",0
05704127,SACHS;,MARTIN,unknown,"",0
05706151,NOVAL;,F.,unknown,"",0
05706304,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05704866,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705236,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05706260,"","",unknown,"LIMBACH & LIMBACH LLP",0
05704516,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705558,"","",unknown,"BARNES & THORNBURG",0
05705554,"MOXON,",W.,unknown,"",0
05704850,"","",unknown,"PRO-TECHTOR INTERNATIONAL",0
05706164,ACKERMAN;,B.,unknown,"",1
05705934,MORRIS;,H.,unknown,"",0
